lemRank,lemma,word
778,state,stated
778,state,states
778,state,stating
779,place,placed
779,place,place
779,place,placing
779,place,places
780,animal,animals
780,animal,animal
781,fail,failed
781,fail,fail
781,fail,failing
781,fail,fails
782,factor,factors
782,factor,factor
783,natural,natural
784,sir,sir
784,sir,sirs
785,agency,agency
785,agency,agencies
786,usually,usually
787,significant,significant
788,help,help
788,help,helps
789,ability,ability
789,ability,abilities
790,mile,miles
790,mile,mile
791,statement,statement
791,statement,statements
792,entire,entire
793,Democrat,democrats
793,Democrat,democrat
794,floor,floor
794,floor,floors
795,serious,serious
796,career,career
796,career,careers
797,dollar,dollars
797,dollar,dollar
798,vote,vote
798,vote,voted
798,vote,voting
798,vote,votes
799,sex,sex
799,sex,sexes
800,compare,compared
800,compare,compare
800,compare,comparing
800,compare,compares
801,south,south
802,forward,forward
803,subject,subject
803,subject,subjects
804,financial,financial
804,financial,financials
805,identify,identified
805,identify,identify
805,identify,identifying
805,identify,identifies
806,beautiful,beautiful
806,beautiful,beautifulest
807,decade,decades
807,decade,decade
808,bit,bit
808,bit,bits
809,reduce,reduce
809,reduce,reduced
809,reduce,reducing
809,reduce,reduces
810,sister,sister
810,sister,sisters
810,sister,sis
810,sister,sis-ter
811,quality,quality
811,quality,qualities
812,quickly,quickly
813,act,act
813,act,acting
813,act,acted
813,act,acts
814,press,press
814,press,presses
815,worry,worry
815,worry,worried
815,worry,worries
815,worry,worrying
816,accept,accept
816,accept,accepted
816,accept,accepting
816,accept,accepts
817,enter,enter
817,enter,entered
817,enter,entering
817,enter,enters
818,mention,mentioned
818,mention,mention
818,mention,mentioning
818,mention,mentions
819,sound,sound
819,sound,sounds
820,thus,thus
821,plant,plant
821,plant,plants
822,movement,movement
822,movement,movements
822,movement,move-ment
823,scene,scene
823,scene,scenes
824,section,section
824,section,sections
825,treatment,treatment
825,treatment,treatments
826,wish,wish
826,wish,wished
826,wish,wishes
826,wish,wishing
827,benefit,benefits
827,benefit,benefit
828,interesting,interesting
829,West,west
830,candidate,candidate
830,candidate,candidates
831,approach,approach
831,approach,approaches
832,determine,determine
832,determine,determined
832,determine,determining
832,determine,determines
833,resource,resources
833,resource,resource
834,claim,claim
834,claim,claimed
834,claim,claims
834,claim,claiming
835,answer,answer
835,answer,answered
835,answer,answering
835,answer,answers
836,prove,prove
836,prove,proved
836,prove,proven
836,prove,proves
836,prove,proving
837,sort,sort
837,sort,sorts
838,enough,enough
839,size,size
839,size,sizes
840,somebody,somebody
840,somebody,some-body
841,knowledge,knowledge
841,knowledge,knowledges
842,rather,rather
843,hang,hang
843,hang,hanging
843,hang,hung
843,hang,hangs
843,hang,hanged
844,sport,sports
844,sport,sport
845,TV,tv
845,TV,t.v.
845,TV,t.v
846,loss,loss
846,loss,losses
847,argue,argue
847,argue,argued
847,argue,arguing
847,argue,argues
848,left,left
848,left,lefter
849,note,note
849,note,notes
850,meeting,meeting
850,meeting,meetings
851,skill,skills
851,skill,skill
852,card,card
852,card,cards
853,feeling,feeling
853,feeling,feelings
854,despite,despite
855,degree,degree
855,degree,degrees
856,crime,crime
856,crime,crimes
857,that,that
858,sign,sign
858,sign,signs
859,occur,occurred
859,occur,occur
859,occur,occurs
859,occur,occurring
859,occur,occured
859,occur,occuring
860,imagine,imagine
860,imagine,imagined
860,imagine,imagining
860,imagine,imagines
861,vote,vote
861,vote,votes
862,near,near
863,king,king
863,king,kings
864,box,box
864,box,boxes
865,present,presented
865,present,present
865,present,presents
865,present,presenting
866,figure,figure
866,figure,figured
866,figure,figuring
866,figure,figures
867,seven,seven
867,seven,sevens
868,foreign,foreign
869,laugh,laughing
869,laugh,laughed
869,laugh,laugh
869,laugh,laughs
870,disease,disease
870,disease,diseases
870,disease,dis-ease
871,lady,lady
871,lady,ladies
871,lady,ladys
872,beyond,beyond
873,discuss,discuss
873,discuss,discussed
873,discuss,discussing
873,discuss,discusses
874,finish,finished
874,finish,finish
874,finish,finishing
874,finish,finishes
875,design,design
875,design,designs
876,concern,concern
876,concern,concerns
876,concern,con-cern
877,ball,ball
877,ball,balls
878,East,east
879,recognize,recognize
879,recognize,recognized
879,recognize,recognizing
879,recognize,recognizes
879,recognize,recognise
879,recognize,recognised
879,recognize,recognising
879,recognize,recognises
880,apply,apply
880,apply,applied
880,apply,applying
880,apply,applies
881,prepare,prepared
881,prepare,prepare
881,prepare,preparing
881,prepare,prepares
882,network,network
882,network,networks
883,huge,huge
883,huge,hugest
883,huge,huger
884,success,success
884,success,successes
885,district,district
885,district,districts
886,cup,cup
886,cup,cups
887,name,named
887,name,name
887,name,naming
887,name,names
888,physical,physical
889,growth,growth
889,growth,growths
890,rise,rising
890,rise,rose
890,rise,rise
890,rise,rises
890,rise,risen
891,hi,hi
892,standard,standards
892,standard,standard
893,force,forced
893,force,force
893,force,forcing
893,force,forces
894,sign,signed
894,sign,sign
894,sign,signing
894,sign,signs
895,fan,fans
895,fan,fan
896,theory,theory
896,theory,theories
897,staff,staff
897,staff,staffs
897,staff,staves
898,hurt,hurt
898,hurt,hurts
898,hurt,hurting
898,hurt,hurted
899,legal,legal
900,September,september
900,September,sept
901,set,set
901,set,sets
902,outside,outside
903,et,et
904,strategy,strategy
904,strategy,strategies
905,clearly,clearly
906,property,property
906,property,properties
907,lay,lay
907,lay,laid
907,lay,laying
907,lay,lays
907,lay,layed
908,final,final
909,authority,authority
909,authority,authorities
910,perfect,perfect
911,method,method
911,method,methods
912,region,region
912,region,regions
913,since,since
914,impact,impact
914,impact,impacts
915,indicate,indicated
915,indicate,indicate
915,indicate,indicates
915,indicate,indicating
916,safe,safe
916,safe,safer
916,safe,safest
917,committee,committee
917,committee,committees
918,supposed,supposed
919,dream,dream
919,dream,dreams
920,training,training
920,training,trainings
921,shit,shit
921,shit,shits
922,central,central
923,option,options
923,option,option
924,eight,eight
924,eight,eights
925,particularly,particularly
926,completely,completely
927,opinion,opinion
927,opinion,opinions
928,main,main
929,ten,ten
929,ten,tens
930,interview,interview
930,interview,interviews
931,exist,exist
931,exist,exists
931,exist,existed
931,exist,existing
932,remove,remove
932,remove,removed
932,remove,removing
932,remove,removes
933,dark,dark
933,dark,darker
933,dark,darkest
934,play,play
934,play,plays
935,union,union
935,union,unions
936,professor,professor
936,professor,professors
936,professor,prof
936,professor,profs
937,pressure,pressure
937,pressure,pressures
938,purpose,purpose
938,purpose,purposes
939,stage,stage
939,stage,stages
940,blue,blue
941,herself,herself
941,herself,her-self
942,sun,sun
942,sun,suns
943,pain,pain
943,pain,pains
944,artist,artist
944,artist,artists
945,employee,employees
945,employee,employee
945,employee,employes
946,avoid,avoid
946,avoid,avoided
946,avoid,avoiding
946,avoid,avoids
947,account,account
947,account,accounts
948,release,released
948,release,release
948,release,releasing
948,release,releases
949,fund,funds
949,fund,fund
950,environment,environment
950,environment,environments
951,treat,treated
951,treat,treat
951,treat,treating
951,treat,treats
952,specific,specific
953,version,version
953,version,versions
954,shot,shot
954,shot,shots
955,hate,hate
955,hate,hated
955,hate,hates
955,hate,hating
956,reality,reality
956,reality,realities
957,visit,visit
957,visit,visited
957,visit,visiting
957,visit,visits
958,club,club
958,club,clubs
959,justice,justice
959,justice,justices
960,river,river
960,river,rivers
961,brain,brain
961,brain,brains
962,memory,memory
962,memory,memories
963,rock,rock
963,rock,rocks
964,talk,talk
964,talk,talks
965,camera,camera
965,camera,cameras
966,global,global
967,various,various
968,arrive,arrived
968,arrive,arrive
968,arrive,arriving
968,arrive,arrives
969,notice,noticed
969,notice,notice
969,notice,noticing
969,notice,notices
970,bit,bit
971,detail,details
971,detail,detail
972,challenge,challenge
972,challenge,challenges
973,argument,argument
973,argument,arguments
974,lot,lot
975,nobody,nobody
976,weapon,weapons
976,weapon,weapon
977,best,best
978,station,station
978,station,stations
979,island,island
979,island,islands
980,absolutely,absolutely
981,instead,instead
982,discussion,discussion
982,discussion,discussions
983,instead,instead
984,affect,affect
984,affect,affected
984,affect,affects
984,affect,affecting
985,design,designed
985,design,design
985,design,designing
986,little,little
987,anyway,anyway
987,anyway,any-way
988,respond,respond
988,respond,responded
988,respond,responding
988,respond,responds
989,control,control
989,control,controlled
989,control,controlling
989,control,controls
989,control,controling
990,trouble,trouble
990,trouble,troubles
990,trouble,trou-ble
991,conversation,conversation
991,conversation,conversations
992,manage,managed
992,manage,manage
992,manage,managing
992,manage,manages
993,close,close
993,close,closer
993,close,closest
994,date,date
994,date,dates
995,public,public
995,public,publics
996,army,army
996,army,armies
997,top,top
998,post,posted
998,post,posting
998,post,post
998,post,posts
999,charge,charges
999,charge,charge
1000,seat,seat
1000,seat,seats
1001,assume,assume
1001,assume,assumed
1001,assume,assuming
1001,assume,assumes
1002,writer,writer
1002,writer,writers
1003,perform,perform
1003,perform,performed
1003,perform,performing
1003,perform,performs
1004,credit,credit
1004,credit,credits
1005,green,green
1005,green,greener
1005,green,greenest
1006,marriage,marriage
1006,marriage,marriages
1007,operation,operation
1007,operation,operations
1008,indeed,indeed
1009,sleep,sleep
1009,sleep,sleeping
1009,sleep,slept
1009,sleep,sleeps
1010,necessary,necessary
1011,reveal,revealed
1011,reveal,reveal
1011,reveal,reveals
1011,reveal,revealing
1012,agent,agent
1012,agent,agents
1013,access,access
1014,bar,bar
1014,bar,bars
1015,debate,debate
1015,debate,debates
1016,leg,legs
1016,leg,leg
1016,leg,legging
1017,contain,contains
1017,contain,contain
1017,contain,contained
1017,contain,containing
1018,beat,beat
1018,beat,beating
1018,beat,beaten
1018,beat,beats
1019,cool,cool
1019,cool,cooler
1019,cool,coolest
1020,Democratic,democratic
1021,cold,cold
1021,cold,colder
1021,cold,coldest
1022,glass,glass
1022,glass,glasses
1023,improve,improve
1023,improve,improved
1023,improve,improving
1023,improve,improves
